S.No,Company_Name,NSE_Symbol,Rating,Industry,,,,
16271,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
16272,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
16273,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
16274,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
16275,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
16276,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
16277,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
16278,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
16279,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
16280,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
16281,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
16282,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
16283,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
16284,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs,,,,
16285,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs,,,,
16286,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs,,,,
16287,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs,,,,
16288,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
16289,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
16290,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs,,,,
16291,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
16292,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs,,,,
16293,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
16294,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
16295,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
16296,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
16297,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
16298,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
16299,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
16300,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs,,,,
16301,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs,,,,
16302,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs,,,,
16303,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs,,,,
16304,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
16305,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
16306,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs,,,,
16307,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
16308,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs,,,,
16309,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
16310,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
16311,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
16312,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
16313,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
16314,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
16315,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
16316,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs,,,,
16317,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs,,,,
16318,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs,,,,
16319,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs,,,,
16320,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
16321,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
16322,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs,,,,
16323,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
16324,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs,,,,
16325,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
16326,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
16327,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
16328,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
16329,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
16330,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
16331,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
16332,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs,,,,
16333,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs,,,,
16334,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs,,,,
16335,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs,,,,
16336,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
16337,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
16338,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs,,,,
16339,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
16340,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs,,,,
16341,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
16342,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
16343,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
16344,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
16345,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
16346,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
16347,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
16348,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
16349,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
16350,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
16351,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
16352,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
16353,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
16354,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
16355,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs,,,,
16356,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs,,,,
16357,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs,,,,
16358,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs,,,,
16359,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
16360,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
16361,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs,,,,
16362,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
16363,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs,,,,
16364,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
16365,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
16366,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
16367,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
16368,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
16369,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
16370,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
16371,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs,,,,
16372,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs,,,,
16373,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs,,,,
16374,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs,,,,
16375,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
16376,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
16377,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs,,,,
16378,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
16379,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs,,,,
16380,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
16381,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
16382,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
16383,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
16384,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
16385,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
16386,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
16387,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs,,,,
16388,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs,,,,
16389,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs,,,,
16390,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs,,,,
16391,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
16392,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
16393,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs,,,,
16394,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
16395,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs,,,,
16396,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
16397,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
16398,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
16399,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
16400,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
16401,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
16402,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
16403,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs,,,,
16404,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs,,,,
16405,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs,,,,
16406,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs,,,,
16407,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
16408,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
16409,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs,,,,
16410,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
16411,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs,,,,
16412,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
16413,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
16414,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
16415,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
16416,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
16417,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
16418,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
16419,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
16420,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
16421,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
16422,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
16423,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
16424,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
16425,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
16426,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs,,,,
16427,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs,,,,
16428,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs,,,,
16429,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs,,,,
16430,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
16431,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
16432,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs,,,,
16433,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
16434,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs,,,,
16435,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
16436,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
16437,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
16438,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
16439,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
16440,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
16441,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
16442,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs,,,,
16443,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs,,,,
16444,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs,,,,
16445,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs,,,,
16446,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
16447,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
16448,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs,,,,
16449,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
16450,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs,,,,
16451,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
16452,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
16453,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
16454,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
16455,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
16456,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
16457,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
16458,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs,,,,
16459,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs,,,,
16460,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs,,,,
16461,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs,,,,
16462,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
16463,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
16464,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
16465,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
16466,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
16467,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
16468,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
16469,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
16470,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
16471,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs,,,,
16472,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs,,,,
16473,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs,,,,
16474,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs,,,,
16475,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
16476,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
16477,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs,,,,
16478,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
16479,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs,,,,
16480,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
16481,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
16482,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
16483,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
16484,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
16485,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
16486,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
16487,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
16488,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
16489,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
16490,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
16491,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
16492,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs,,,,
16493,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs,,,,
16494,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs,,,,
16495,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs,,,,
16496,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
16497,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
16498,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs,,,,
16499,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
16500,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs,,,,
16501,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
16502,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
16503,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
16504,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
16505,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
16506,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
16507,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
16508,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs,,,,
16509,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs,,,,
16510,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs,,,,
16511,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs,,,,
16512,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
16513,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
16514,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs,,,,
16515,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
16516,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs,,,,
16517,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
16518,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
16519,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
16520,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
16521,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
16522,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
16523,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
16524,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs,,,,
16525,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs,,,,
16526,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs,,,,
16527,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs,,,,
16528,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
16529,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
16530,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs,,,,
16531,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
16532,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs,,,,
16533,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
16534,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
16535,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
16536,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
16537,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
16538,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
16539,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
16540,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs,,,,
16541,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs,,,,
16542,Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs,,,,
16543,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs,,,,
16544,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs,,,,
16545,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs,,,,
16546,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs,,,,
16547,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs,,,,
16548,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs,,,,
16549,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
16550,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
16551,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
16552,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
16553,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
16554,Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs,,,,
16555,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs,,,,
16556,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs,,,,
16557,Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs,,,,
16558,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs,,,,
16559,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs,,,,
16560,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs,,,,
